name,id,metroArea,lat,lng,capacity
Canisius College,1294931,Buffalo,42.9253349,-78.85148,
"Gordon Field House, RIT",15971,Rochester,43.0846976,-77.6747188,
US Bank Arena,1476,Cincinnati,39.097929,-84.504088,17556
New England Dodge Music Center,1110121,Springfield,41.7801718,-72.6693191,
Sommet Center,944,Nashville,36.159949,-86.77857,
Hill Auditorium,9975,Detroit,42.27868,-83.73695,3538
Elliott Hall of Music,935,Indianapolis,40.42725,-86.91666,
"Mandel Hall, University of Chicago",34803,Chicago,41.791237,-87.5982604,
"IMU Ballroom, University of Iowa",2918,Des Moines,41.6631809,-91.5370977,1200
Tivoli Theatre,10989,Chattanooga,35.04795,-85.31077,
Lucas Theatre for the Arts,116983,Augusta,32.07881,-81.08931,
Northeastern University,57091,Boston / Cambridge,42.3391689,-71.0884738,
Juanita K. Hammons Hall for the Performing Arts,11306,Springfield,37.19524,-93.27626,
Reynolds Center,6100,Tulsa,36.1497911,-95.9422284,
Centenary Gold Dome - Centenary College,103622,Shreveport,32.48088,-93.7282628,3000
Murray State University,84107,Nashville,36.6103334,-88.314761,
"Foellinger Auditorium, University of Ilinois",15604,Champaign,40.1059876,-88.227196,
"University of Illinois, Champaign-Urbana",51617,Champaign,40.1059233,-88.2120315,
Adrian College,50093,Adrian,41.8986477,-84.0591213,
"University of Wisconsin, Milwaukee",51049,Milwaukee,43.1351242,-87.913798,
"University of Minnesota, Duluth",53400,Twin Cities,46.8220275,-92.0836388,
Brick Breeden Fieldhouse,6272,Billings,45.66516,-111.05101,
Gonzaga University,53401,Spokane,47.665912,-117.397302,
Washington State University,53402,Spokane,46.7320195,-117.1556907,
"Field, University of Puget Sound",53403,Tacoma,,,
Central Washington University,53404,Ellensburg,47.000023,-120.544309,
"O'Neill Center, Western Connecticut State University",488916,Bridgeport,41.3937311,-73.4924137,
Clinton Lake,487556,Overland Park,,,
O2 Academy Newcastle,30392,Newcastle Upon Tyne,54.97022,-1.61824,2000
Goffert Park,38325,Nijmegen,51.82183,5.8363,
Goffertpark,698616,Nijmegen,51.82555,5.83662,
Alte Feuerwache,36955,Mannheim,49.4954728,8.4736314,12000
Panama Festival,102838,Bonn,50.70379,7.15019,
Balado Airfield,7412,Kinross,56.206132,-3.4229,17000
Ohio University,33483,Columbus,39.324633,-82.099726,
Schermerhorn Symphony Center,11073,Nashville,36.15976,-86.77555,
DAR Constitution Hall,1095,Washington,38.8936076,-77.0397162,3702
Bank Of America City Center,104578,Providence,,,
Embassy Theatre,1088,Fort Wayne,41.076014,-85.139743,
"Whitney Hall, Kentucky Center for the Performing Arts",1075,Louisville,38.25754,-85.75904,
Congress Theater,8542,Chicago,41.919978,-87.6924257,
Resch Center,1520,Milwaukee,44.500206,-88.056561,
Gilley's,30726,Dallas - Fort Worth,32.7692445,-96.7980846,
Arizona State University,57826,Phoenix,33.4183456,-111.9259858,
Koninklijke Schouwburg en Nationaal Toneel Gebouw,34480,The Hague,52.0821,4.31543,
Het Depot,32003,Leuven,50.8814834,4.7146286,
Künstlerhaus Mousonturm,520671,Frankfurt,50.1193,8.69879,
Regent Theatre,17470,Ipswich,52.0573748,1.1602558,
DPAC - Durham Performing Arts Center,498521,Durham,35.99331,-78.9023,2712
McCarter Theatre Center,554671,Philadelphia,40.34349,-74.65991,
"Cintas Center, Xavier University",4769,Cincinnati,39.1501409,-84.4721165,
The Valarium,33442,Knoxville,35.96486,-83.92926,
Ovens Auditorium,1514,Charlotte,35.2050931,-80.7953024,
"Music Hall, Omaha Civic Auditorium",1292,Omaha,41.2606927,-95.9399021,
Lakewood Civic Auditorium,13814,Cleveland,41.51612,-82.99654,
Boston College,77553,Boston / Cambridge,42.3397699,-71.1667553,
Shubert Performing Arts Center,33131,Bridgeport,41.30643,-72.92928,
Florida Atlantic University,87507,Fort Lauderdale,26.36931,-80.10591,
University of North Florida,75565,Jacksonville,30.2729275,-81.5092789,
Saenger Theater,47800,Mobile,31.3256,-89.29066,
"Johnson Athletic Center, MIT",300591,Boston / Cambridge,42.3558578,-71.1035605,
"Carrier Dome, Syracuse University",221203,Rochester,43.03764,-76.13825,
University of Maine,34643,Portland,44.891465,-68.6680376,
Motorpoint Arena Cardiff,17442,Cardiff,51.4788,-3.17263,7500
Bournemouth International Centre,8413,Bournemouth,50.71766,-1.87919,4100
Brighton Centre,17465,Brighton,50.8212812,-0.1488263,4500
Crossroads KC at Grinders,17686,Kansas City,39.09143,-94.57812,
Old St Pat's Church,481946,Chicago,,,
Palais Theatre,1104131,Melbourne,-37.8668,144.97516,2896
John F. Kennedy Center for the Performing Arts,30332,Washington,38.89606,-77.0552,
Chadwick Hall,559376,Crawfordsville,,,
Indiana University Auditorium,2720,Indianapolis,39.16847,-86.52004,
Morton H. Meyerson Symphony Center,10613,Dallas - Fort Worth,32.7894,-96.79907,
The Grand Opera House,1126,Wilmington,39.74375,-75.54848,
The Egg,4866,Springfield,42.6499377,-73.7608874,
"Broadway Theater, Ulster Performing Arts Center",1456663,Bridgeport,41.929318,-74.004142,
Providence Performing Arts Center,652,Providence,41.82147,-71.4125,3090
Martin Woldson Theater at the Fox,35247,Spokane,47.65706,-117.42682,
Benaroya Hall,2952,Seattle,47.607827,-122.337549,2500
Veterans Memorial Auditorium,3235,Columbus,39.962219,-83.0085486,
Orchestra Hall,1546,Twin Cities,44.9698,-93.27781,
Heinz Hall,10834,Pittsburgh,40.442727,-80.0017593,
Curtis M. Phillips Center for the Performing Arts,11009,Jacksonville,29.63526,-82.36931,
"Meymandi Concert Hall, Duke Energy Center",33721,Raleigh,35.771467,-78.639555,1700
Klein Memorial Auditorium (The Klein),10729,Bridgeport,41.17494,-73.20213,
The Hershey Theatre,1368,Baltimore,40.2850064,-76.6486924,
Chaifetz Arena,16394,St Louis,38.63291,-90.22764,
University of Dayton Arena,99027,Dayton,39.7335943,-84.199759,
Lehigh University,45139,Philadelphia,40.6259316,-75.3704579,
Maryland Stadium,5916,Washington,38.9903332,-76.9473792,
"Byrd Stadium, University of Maryland",957751,Washington,,,
"Snow Park Outdoor Amphitheater, Deer Valley Resort",83678,Salt Lake City,40.6375559,-111.4788478,
Churchill Downs,72326,Louisville,38.20582,-85.77341,
Bardot,712506,Los Angeles,34.1027731,-118.3267009,
Boettcher Concert Hall,2949,Denver,39.7453453,-104.997198,
Housing Works Bookstore Café,31020,New York,40.72458,-73.9965,
Barnes & Noble Union Square,95514,New York,,,
"Clowes Memorial Hall, Butler University",2627,Indianapolis,39.8401837,-86.1692241,2172
Orbit Room,693,Grand Rapids,42.9155722,-85.5747248,
Tower Theater,32718,Philadelphia,39.96102,-75.25859,3100
"Andrew Jackson Hall, Tennessee Performing Arts Center",16988,Nashville,36.16525,-86.78161,
"Grosvenor Auditorium, National Geographic Museum",1108646,Washington,38.905094,-77.037624,
State Farm Center,1542,Champaign,40.09626,-88.23608,
"Templeton-Blackburn Alumni Memorial Auditorium, Ohio University",16103,Columbus,39.32567,-82.10106,2500
"Champ Auditorium, Westminster College",1200766,Fulton,,,
Museumsquartier Halle E & G,754086,Vienna,48.2035349,16.3591216,
"Farthing Auditorium, Appalachian State University",15003,Winston-Salem,36.2139148,-81.6795209,
"Virginia Polytechnic Institute, Burruss Hall",4634,Winston-Salem,37.2281977,-80.423329,
Hynes Convention Center,88905,Boston / Cambridge,42.3480651,-71.0836234,
"Royal Theatre, National Convention Centre",89199,Canberra,-35.2849321,149.1340898,
"State Theatre, Sydney",35559,Sydney,-33.871,151.20738,
A.E.C. Theatre,1193581,Adelaide,-34.9087183,138.5767638,
"Riverside Theatre, Perth Convention Exhibition Centre",48736,Perth,-31.95608,115.85322,
"Nusa Indah Theatre, Balai Kartini Exhibition Center",1303021,Jakarta,,,
Hitomi Memorial Hall,46127,Tokyo,35.6443425,139.6759648,
C.C. Lemon Hall,230083,Tokyo,35.6613331,139.6968322,
Club Quattro / 広島クラブクアトロ,34169,Hiroshima,34.39287,132.46049,
Namba Hatch - なんばHatch,43542,Osaka,34.66839,135.49559,
Club Diamond Hall / クラブ　ダイアモンドホール,34168,Nagoya,35.18145,136.9064,
CrossroadsKC,18526,Kansas City,39.0915404,-94.5782074,3000
Wiggins Park Riverstage,245078,Philadelphia,,,
"Jemison Concert Hall, Alys Stephens Performing Arts Center, University of Alabama",11057,Birmingham,33.49677,-86.80779,
Hilbert Circle Theatre,28859,Indianapolis,39.76814,-86.15749,
Civic Center Music Hall,11366,Oklahoma City,35.46865,-97.52126,
Powell Symphony Hall,70549,St Louis,38.62919,-90.21743,
Thelma Gaylord Performing Arts Theatre,4823,Oklahoma City,35.46906,-97.52287,
Smith Opera House,10799,Rochester,42.867071,-76.984093,
"McAlister Auditorium, Tulane University",15070,New Orleans,29.936756,-90.122193,
Winspear Centre,46331,Edmonton,53.54393,-113.48829,1932
"McDonough Field, Emory University",73292,Atlanta,33.7980995,-84.3259367,
"Moran Theater, Times-Union Center for the Performing Arts",6884,Jacksonville,30.32558,-81.66309,
Bass Performance Hall,526,Dallas - Fort Worth,32.7552561,-97.329614,2000
BMO Harris Pavilion,1856403,Milwaukee,43.03155,-87.89999,
Mountain Park,503841,Springfield,42.2042586,-72.6162009,
Kleinhans Music Hall,4923,Buffalo,42.90246,-78.88171,
"South Shore Room, Harrah's Lake Tahoe",68009,Reno,38.959243,-119.939979,
Shibuya Public Hall (渋谷公会堂 ),43245,Tokyo,35.6640352,139.6982122,
Club Quattro / クラブクアトロ,32881,Nagoya,35.18145,136.9064,700
Mielparque Hall (メルパルクホール大阪),51064,Osaka,,,
Annette Strauss Square,1388656,Dallas - Fort Worth,32.79016,-96.79733,
Chenery Auditorium,295726,Grand Rapids,42.2849825,-85.589576,
"Lisner Auditorium, George Washington University",1100,Washington,38.8993,-77.04706,
Sandler Center for the Performing Arts,37431,Norfolk,36.84224,-76.13564,
Atlanta Symphony Hall,2471,Atlanta,33.78923,-84.38497,
Pinewood Bowl Theater,87817,Lincoln,40.7797,-96.74941,
"Helzberg Hall, Kauffman Center for the Performing Arts",1381301,Kansas City,39.09417,-94.58772,
Kauffman Center for the Performing Arts,1530548,Kansas City,39.09394,-94.58772,
Jesse H. Jones Hall for the Performing Arts,1019051,Houston,29.761114,-95.3651741,2911
The Space at Westbury,2391419,New York,40.75815,-73.58748,
Muziekgebouw,1068576,Eindhoven,51.43841,5.47987,
Colston Hall,17463,Bristol,51.45598,-2.59756,2075
Bridgewater Hall,1629,Manchester,53.47668,-2.24497,2400
Meyerhoff Symphony Hall,1510,Baltimore,39.303836,-76.618974,2443
Constellation Brands–Marvin Sands Performing Arts Center: CMAC,87854,Rochester,42.86693,-77.24395,
Deer Valley Resort,524,Salt Lake City,40.63814,-111.47921,
"Belk Theater, Blumenthal Performing Arts Center",554621,Charlotte,35.22675,-80.8423,
Detroit Symphony Hall,35355,Detroit,42.3489084,-83.0593353,
DeVos Performance Hall,1252,Grand Rapids,42.9685919,-85.6724799,
"Morsani Hall, Straz Center for the Performing Arts",36322,Tampa,27.951644,-82.463882,
Perth Concert Hall,43234,Perth,-31.95736,115.86424,
Whelans Dublin,1935299,Dublin,53.37295,-6.3611573,
"Baldwin Auditorium, Duke University",2260554,Durham,35.9999898,-78.9234129,
Carnegie Library Music Hall of Homestead,6680,Pittsburgh,40.40701,-79.90295,
Temple Performing Arts Center,1463538,Philadelphia,39.98146,-75.15679,
Fourth Presbyterian Church,15111,Chicago,41.89838,-87.62472,
Montalvo Arts Center,33855,SF Bay Area,37.243911,-122.031155,
Wells Fargo Center for the Arts,28895,Santa Rosa,38.493113,-122.749006,
Peppermill Concert Hall,9431,Salt Lake City,40.739541,-114.0695272,
Britt Festivals Gardens and Amphitheater,113935,Salem,42.3138894,-122.9711556,
Vetter Stone Amphitheater,1822218,Twin Cities,44.1743191,-93.9999102,
McGrath Amphitheatre,2565549,Des Moines,41.97282,-91.67069,5000
Embarcadero Marina Park South,1957,San Diego,32.70572,-117.16334,
eTown Hall,1904538,Denver,40.02024,-105.27548,
Royal Opera House,30875,London,51.51206,-0.12296,
Kelvingrove Park,726761,Glasgow,55.87175,-4.2906535,
"Howard Gilman Opera House, BAM",34151,New York,40.6864624,-73.9777052,2090
Gusman Center for the Performing Arts,1356,Miami,25.7738359,-80.1904767,
The Paramount,1461018,New York (NYC),40.86974,-73.4258,1500
Greenfield Lake Amphitheater,360456,Fayetteville,34.20983,-77.93963,
Charleston Music Hall,35155,Columbia,32.788311,-79.936803,
Alabama Theatre,1354,Birmingham,33.51525,-86.8091,
Taft Theatre,951,Cincinnati,39.101621,-84.507227,
"Murat Theatre, Old National Centre",535651,Indianapolis,39.77465,-86.1515,2681
"Concert Hall, Kennedy Center",554416,Washington,38.89606,-77.0552,
Lawrence Joel Veterans Memorial Coliseum,45293,Winston-Salem,36.12629,-80.25427,
California Center for the Arts - Concert Hall,1970419,San Diego,33.12281,-117.08543,
Ohio Theatre,4732,Columbus,39.95986,-82.99893,
Chevy Bricktown Events Center,2476529,Oklahoma City,35.46547,-97.50455,
Majestic Theatre Dallas,498771,Dallas - Fort Worth,32.78236,-96.7949,
"Cullen Performance Hall, University of Houston",15875,Houston,29.71828,-95.33942,
Joy Theater,1587063,New Orleans,29.95601,-90.07398,
The Mahaffey Theater,9449,St Petersburg,27.76708,-82.6324,
Maxwell C. King Center for the Performing Arts,743,Orlando,28.17169,-80.67177,
Florida Theatre,732,Jacksonville,30.3263,-81.65565,
Orpheum Theatre,1262,Los Angeles (LA),34.04267,-118.25553,2650
Wales Millennium Centre,7405,Cardiff,51.4652613,-3.1621507,
Symphony Hall,1712,Birmingham,52.47819,-1.91011,2262
Usher Hall,38580,Edinburgh,55.94878,-3.20658,2200
Liverpool Philharmonic Hall,625896,Liverpool,53.40125,-2.97057,1790
London Palladium,1765,London,51.514568,-0.140655,2286
"Concert Hall, Brighton Dome",1268236,Brighton,50.8216734,-0.1383292,1200
Artpark Amphitheater,1810573,Buffalo,43.1656622,-79.045296,
Cape Cod Melody Tent,561,Providence,41.6472298,-70.2985277,
Morongo Casino Resort & Spa,1326,Los Angeles,33.92233,-116.80648,
Canberra Theatre Centre,2380649,Canberra,-35.28115,149.13102,
Duke Energy Center for the Performing Arts,1435,Raleigh,35.771467,-78.639555,
Peace Center Concert Hall,109151,Charlotte,34.8479961,-82.4017738,
"Ferguson Center for the Arts, Christopher Newport University",10610,Newport News,37.06251,-76.49428,
Mayo Performing Arts Center,1078,Newark,40.794271,-74.47796,1302
The Space Theater,3400914,New York,40.75814,-73.58748,
Bergen Performing Arts Center,1559,Yonkers,40.89517,-73.97488,1399
"Hart Theatre, Egg Center for the Performing Arts",53336,Springfield,42.6505953,-73.7603294,
Majestic Theatre,30178,Madison,43.07438,-89.38092,600
Honeywell Center,987,Fort Wayne,40.796258,-85.825102,
Clay Center for the Arts and Sciences of West Virginia,1481,Charleston,38.34853,-81.62984,
City National Grove of Anaheim,38136,Los Angeles (LA),33.80324,-117.88563,
Gallo Center For The Arts,122868,Modesto,37.6394498,-120.9989546,
Washington Center for the Performing Arts,11606,Tacoma,47.043797,-122.899892,
Mount Baker Theatre,4372,Seattle,48.7519527,-122.4780699,
Rococo Theatre,7498,Lincoln,40.81446,-96.70259,
Blizzard Theatre,37001,Aurora,42.0184064,-88.3234528,
Hoyt Sherman Place,8543,Des Moines,41.58807,-93.63724,
Broken Arrow Performing Arts Center,787091,Tulsa,36.04597,-95.79026,
Largo at the Coronet,31256,Los Angeles,34.0778849,-118.3764229,130
Buskirk-Chumley Theater,78731,Indianapolis,39.16647,-86.53287,600
Stiefel Theatre for the Performing Arts,30168,Wichita,38.838536,-97.608739,
Canopy Club,33610,Champaign,40.1066524,-88.2233873,
The Lyric Theatre,3164724,Birmingham,33.51528,-86.8096,
L'Auberge Casino & Hotel Baton Rouge,1961219,Baton Rouge,30.3456,-91.151,
"The Music Box, Borgata Hotel & Casino",28810,Philadelphia,39.3770706,-74.4345188,
The Fox Theater at Foxwoods Resort Casino,166573,Mashantucket,41.4729,-71.96012,
Robinson Performance Hall,3408209,Little Rock,34.74925,-92.27444,
Crest Theatre,1463,Sacramento,38.5791654,-121.4934099,
Kings Theatre,2447194,New York,40.6458782,-73.9580839,3000
20 Monroe Live,3445169,Grand Rapids,42.96365,-85.67218,
Lexington Opera House,2940,Lexington,38.05004,-84.49924,
Jackson Prep - Fortenberry Theatre,3594619,Jackson,32.333284,-90.1059329,
Theatre Royal,34050,Hobart,-42.8819032,147.3238148,
Elbphilharmonie - Großer Saal,3335469,Hamburg,53.54123,9.98407,
Theatre Royal Norwich,11721,Norwich,52.62725,1.29084,
Anvil Arts Centre,9464,Reading,51.2670722,-1.0824952,
Warwick Arts Centre,1678,Coventry,52.37614,-1.56065,
The Marlowe Theatre,4405,Canterbury,51.280742,1.078734,
Stone Pony Summer Stage,688291,New York,40.2199781,-74.0007193,4000
Virginia Credit Union Live! at Richmond Raceway,3795919,Richmond,37.58636,-77.42246,
"Avalon Ballroom Theatre, Niagara Fallsview Casino Resort",657981,Saint Catharines,43.08233,-79.0811,1500
"Verizon Hall, Kimmel Center for the Performing Arts",8531,Philadelphia,39.9467392,-75.1650588,
Abravanel Hall,695,Salt Lake City,40.76872,-111.89514,
Tanglewood,14998,Springfield,42.3523427,-73.3110257,
Perth Theatre,36779,Dundee,56.39714,-3.43176,
Henham Park,493401,Southwold,52.3498762,1.5869669,
Freeman Stage,2385974,Baltimore,38.46561,-75.11371,
The Rooftop at Pier 17,3895789,New York,40.70531,-74.00263,
Bold Point Park,3559984,Providence,41.81517,-71.3892,
Rj Reynolds Auditorium,4335866,Winston-Salem,36.09371,-80.32688,
Charlotte Metro Credit Union Amphitheatre,3262319,Charlotte,35.23938,-80.84565,
Water Works Park Amphitheater,4196609,Des Moines,41.569,-93.64735,
KettleHouse Amphitheater,3507749,Helena,46.87559,-113.86118,
Ford Idaho Center Amphitheater,4007404,Boise,43.61894,-116.53469,
FivePoint Amphitheatre,3558829,Los Angeles,33.67474,-117.71402,
Levitt Shell,682826,Memphis,35.14619,-89.98852,
Genesee Theatre,564,Chicago,42.3623834,-87.831289,
Clyde Theatre,3806419,Fort Wayne,41.05107,-85.16124,2200
Meyer Theatre,15337,Milwaukee,44.51375,-88.01637,
State Theatre,51960,Grand Rapids,42.2884574,-85.583096,1569
The Ramkat,3787739,Winston-Salem,36.10497,-80.24621,
Peace Center,4012409,Charlotte,34.85056,-82.394,
Sydney Town Hall,528476,Sydney,-33.87353,151.20687,
Thebarton Theatre,29278,Adelaide,-34.923678,138.56899,
Barbara B. Mann Performing Arts Hall,734,Cape Coral,26.55686,-81.88866,
"Half Moon, Putney",8751,London,51.4678461,-0.2217681,220
Watt,30699,Rotterdam,51.8934878,4.5254625,
Blue Bar,581456,Plymouth,50.2855302,-5.240347,
Fistral Beach & Watergate Bay,189098,Plymouth,50.415497,-5.073719,
Sixty Million Postcards,511946,Bournemouth,50.71814,-1.87954,350
Cargo,3434,London,51.526328,-0.078728,300
Doornroosje,30937,Nijmegen,51.84315,5.85447,
Paard,56994,The Hague,52.07473,4.30757,
W2 Poppodium,516381,'s Hertogenbosch,51.69554,5.29668,500
The Powder Room (wig & Pen),594431,Plymouth,,,
Komedia Brighton,4536,Brighton,50.824944,-0.1394403,400
Underbelly Hoxton,1443788,London,51.527816,-0.081636,250
The Glee Club - Birmingham,7882,Birmingham,52.47464,-1.89616,480
The Other Rooms,8817,Newcastle Upon Tyne,54.978252,-1.61778,
Binnenstad,490686,Groningen,,,
Carrousel De Louvre,53076,Paris,,,
POINT EPHEMERE,32683,Paris,48.88153,2.36863,300
Patronaat,30700,Haarlem,52.38299,4.62864,
Debaser Slussen,507151,Stockholm,59.3215921,18.0734267,
Oosterport,732561,Groningen,,,
Café de la Danse,515556,Paris,48.8538519,2.3727885,700
Costello Club,484496,Madrid,40.41947,-3.70078,
Underground,34996,Cologne,50.9494753,6.9130027,350
Tacheles,59092,Berlin,52.5878994,13.3347141,
Ponyhof,622546,Frankfurt,50.1053,8.69109,
